"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"701","Syf2",1061.06473205275,1.18660957989713,0.504345932590423,2.35276920704499,0.0186341957759661,0.507331594180996
"702","Tcea3",136.365811625594,3.75227268863365,1.67614202951025,2.23863647744101,0.025179578774917,0.557134595398241
"703","C1qc",178.110341426327,7.05490289866919,3.56988168851921,1.97622877009002,0.0481288728205677,0.684487151738961
"704","C1qa",251.452198539193,3.69037634567084,1.86537565935553,1.97835558063722,0.0478886070319418,0.683251221822632
"705","Hspg2",231.17913758252,2.72497088333595,1.36323694629091,1.99889747028206,0.0456194485186831,0.671275100618397
"706","Ece1",1871.36250094309,1.21296522676039,0.611488248510522,1.98362802509281,0.047297322613819,0.681267620667089
"707","Tmco4",182.79252454166,1.45559191066625,0.647030918793154,2.24964815187075,0.0244712892270779,0.551693220680896
"708","Gm13124",50.5792638864979,4.88381074631299,1.84179176556598,2.65166281966312,0.00800964843286078,0.386766743406361
"709","Tnfrsf1b",137.177017793714,2.94889197230586,1.43146015747771,2.06005871480344,0.0393929280729146,0.656563342799924
"710","Zfp534",8.0114349630299,5.05978699507199,2.56333646015822,1.97390669298235,0.0483923535931947,0.686044955163005
"711","Agtrap",105.02103776907,3.14360617383675,1.09852801366935,2.86165317107967,0.00421437808662234,0.315592003438636
"712","Angptl7",12.3998525747506,5.44565375255889,2.48508067574542,2.19133881877916,0.0284272829127314,0.580882695320479
"713","Lzic",237.441386430531,-1.6022447376966,0.661269212150543,-2.42298402565254,0.0153936035667648,0.466242965072684
"714","Ccdc27",6.82553833639331,8.58051346385708,3.10528840962983,2.76319373016947,0.00572387818437858,0.342296824185659
"715","Arhgef16",130.346614460458,2.79272088213387,0.987854232434884,2.82705766745597,0.0046977867116927,0.324152343091645
"716","Prkcz",106.1439587373,2.14490462512939,0.939056035633895,2.28410717117803,0.0223652332376499,0.533559767763046
"717","Fam132a",411.58855876964,2.01952961495807,0.975088690145926,2.0711240273496,0.038347206992945,0.652155424758033
"718","Rnf223",1018.28801489838,2.294112170703,0.852837361785953,2.68997615899335,0.00714571238561606,0.377396747953722
"719","Isg15",716.923034085819,4.98171327861456,2.33374226758046,2.13464586377802,0.0327899481281679,0.615897607314101
"720","Sema3d",1269.153930332,-3.0955117662092,1.10220229101018,-2.8084787987259,0.00497761598253021,0.329745603601322
"721","Sema3e",74.8659075433952,2.22411655282125,1.09125611661981,2.03812516507169,0.0415374170630815,0.658913226459955
"722","Pclo",4.92827261689743,-7.07309977003857,3.46253185118883,-2.04275370567641,0.0410768254310705,0.658913226459955
"723","Gnai1",1089.01292239082,-2.09725286126522,0.77413714094661,-2.70914900000886,0.00674560382391439,0.366336343355973
"724","Gsap",65.0176314835501,2.16328505553877,1.01364939013773,2.1341551394263,0.0328300835186509,0.615897607314101
"725","Fgl2",177.837594804843,3.69509170079242,1.7717407539831,2.08557131876398,0.0370174716358175,0.643334958588501
"726","Lrrc17",35.8680298730052,7.89892075143939,2.69756012010549,2.92817227411061,0.00340961068912708,0.308615723791942
"727","Klhl7",417.941777503445,-1.24514265936165,0.545093031401846,-2.28427550460413,0.0223553445611954,0.533559767763046
"728","Gbx1",13.186938766711,4.4342267594548,1.77561109465357,2.49729615500062,0.0125144392375852,0.445923886208526
"729","Actr3b",21.4319728553762,5.16596327780838,2.15315964810881,2.39924767415449,0.016428798252621,0.481095857018029
